"id","user_id","category_type","account_id","account_owner","amount","authorized_date","date","iso_currency_code","personal_finance_category_primary","created_at","updated_at"
11,2,"others","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",4.01,"","2025-09-14 00:00:00","USD","GENERAL_SERVICES","2025-10-08 09:17:32","2025-10-08 09:17:32"
12,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",7.49,"","2025-09-14 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
13,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",9.38,"","2025-09-14 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
14,2,"other_loan_payment","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",187.5,"","2025-09-10 00:00:00","USD","LOAN_PAYMENTS","2025-10-08 09:17:32","2025-10-08 09:17:32"
15,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",16.55,"","2025-09-10 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
16,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",85.03,"","2025-09-12 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
17,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.53,"","2025-09-12 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
18,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.15,"","2025-09-12 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
19,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",35.0,"","2025-09-12 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
20,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.17,"","2025-09-12 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
21,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",11.24,"","2025-09-15 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
22,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.97,"","2025-09-15 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
23,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.53,"","2025-09-15 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
24,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.5,"","2025-09-15 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
25,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2025-09-13 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
26,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",40.85,"","2025-09-13 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
27,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",35.09,"","2025-09-11 00:00:00","USD","PERSONAL_CARE","2025-10-08 09:17:32","2025-10-08 09:17:32"
28,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.5,"","2025-09-11 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
29,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",57.75,"","2025-09-11 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
30,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2025-09-11 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
31,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",10.49,"","2025-09-11 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
32,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.38,"","2025-09-11 00:00:00","USD","TRANSPORTATION","2025-10-08 09:17:32","2025-10-08 09:17:32"
33,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",2.36,"","2025-09-17 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
34,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.16,"","2025-09-16 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
35,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.14,"","2025-09-19 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
36,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.5,"","2025-09-19 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
37,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",14.63,"","2025-09-19 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
38,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.16,"","2025-09-19 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
39,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2025-09-19 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
40,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.16,"","2025-09-19 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
41,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.75,"","2025-09-22 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
42,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.97,"","2025-09-22 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
43,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",85.03,"","2025-09-22 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
44,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",11.43,"","2025-09-21 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
45,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.34,"","2025-09-21 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
46,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",5.92,"","2025-09-24 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
47,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",10.49,"","2025-09-24 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
48,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",8.73,"","2025-09-20 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
49,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",5.08,"","2025-09-20 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
50,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",5.93,"","2025-09-20 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
51,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",9.71,"","2025-09-20 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
52,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",50.68,"","2025-09-23 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
53,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.07,"","2025-09-26 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
54,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2025-09-27 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
55,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",5.93,"","2025-09-28 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
56,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",11.1,"","2025-09-29 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
57,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",78.75,"","2025-09-29 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
58,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",85.03,"","2025-09-29 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
59,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",57.75,"","2025-09-30 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
60,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2025-09-30 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
61,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.42,"","2025-09-30 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
62,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",76.89,"","2025-09-30 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
63,2,"others","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",4.01,"","2025-09-30 00:00:00","USD","GENERAL_SERVICES","2025-10-08 09:17:32","2025-10-08 09:17:32"
64,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.27,"","2025-10-05 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
65,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",9.71,"","2025-10-05 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
66,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2025-10-05 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
67,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",25.63,"","2025-10-05 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
68,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",105.0,"","2025-10-05 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
69,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",8.58,"","2025-10-05 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
70,2,"others","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",10.33,"","2025-10-05 00:00:00","USD","GENERAL_SERVICES","2025-10-08 09:17:32","2025-10-08 09:17:32"
71,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.5,"","2025-10-02 00:00:00","USD","PERSONAL_CARE","2025-10-08 09:17:32","2025-10-08 09:17:32"
72,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",2.36,"","2025-10-02 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
73,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",7.49,"","2025-10-01 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
74,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",13.82,"","2025-10-01 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
75,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",16.55,"","2025-10-01 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
76,2,"paychecks","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",-5000.0,"","2025-10-01 00:00:00","USD","INCOME","2025-10-08 09:17:32","2025-10-08 09:17:32"
77,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",2380.0,"","2025-10-03 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
78,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2025-10-03 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
79,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",179.11,"","2025-10-03 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
80,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.0,"","2025-10-03 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
81,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",7.42,"","2025-10-03 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
82,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2025-10-03 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
83,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",4.86,"","2025-10-03 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
84,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.0,"","2025-10-03 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
85,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",248.5,"","2025-10-03 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
86,2,"others","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",10.33,"","2025-10-06 00:00:00","USD","GENERAL_SERVICES","2025-10-08 09:17:32","2025-10-08 09:17:32"
87,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.0,"","2025-10-06 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
88,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.2,"","2025-10-06 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
89,2,"other_loan_payment","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",187.5,"","2025-10-06 00:00:00","USD","LOAN_PAYMENTS","2025-10-08 09:17:32","2025-10-08 09:17:32"
90,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.75,"","2025-10-06 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
91,2,"credit_card","VdRQ8P55rmunepEqNNd4tKg9rvnBbQF9MQGqn","",119.0,"","2025-09-12 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
92,2,"credit_card","VdRQ8P55rmunepEqNNd4tKg9rvnBbQF9MQGqn","",198.0,"","2025-09-19 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
93,2,"credit_card","VdRQ8P55rmunepEqNNd4tKg9rvnBbQF9MQGqn","",78.0,"","2025-09-26 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
94,2,"credit_card","VdRQ8P55rmunepEqNNd4tKg9rvnBbQF9MQGqn","",82.0,"","2025-10-03 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
95,2,"other_loan_payment","wdnpBajjJ1uQ1MNv66EdFp8mVAxj64FPXznEL","",2638.0,"","2025-09-18 00:00:00","USD","LOAN_PAYMENTS","2025-10-08 09:17:32","2025-10-08 09:17:32"
96,2,"paychecks","X4XMl755BRfmZJyGKK46tv9raE4BN8ibAko11","",-4948.0,"","2025-09-03 00:00:00","USD","INCOME","2025-10-08 09:17:32","2025-10-08 09:17:32"
97,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",9.71,"","2023-10-07 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
98,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.11,"","2023-10-07 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
99,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",76.89,"","2023-10-07 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
100,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",105.0,"","2023-10-08 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
101,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",12.16,"","2023-10-09 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
102,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",25.63,"","2023-10-09 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
103,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",19.97,"","2023-10-09 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
104,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2023-10-09 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
105,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",18.75,"","2023-10-10 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
106,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",7.32,"","2023-10-10 00:00:00","USD","TRANSPORTATION","2025-10-08 09:17:32","2025-10-08 09:17:32"
107,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",5.41,"","2023-10-10 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
108,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",14.63,"","2023-10-10 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
109,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.0,"","2023-10-10 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
110,2,"other_loan_payment","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",300.0,"","2023-10-10 00:00:00","USD","LOAN_PAYMENTS","2025-10-08 09:17:32","2025-10-08 09:17:32"
111,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2023-10-10 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
112,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",1.53,"","2023-10-13 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
113,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",50.68,"","2023-10-13 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
114,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.0,"","2023-10-13 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
115,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",17.48,"","2023-10-13 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
116,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.46,"","2023-10-12 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
117,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2023-10-12 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
118,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",179.11,"","2023-10-12 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
119,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",7.49,"","2023-10-12 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
120,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",10.38,"","2023-10-14 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
121,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",8.24,"","2023-10-14 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
122,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",11.1,"","2023-10-14 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
123,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",175.0,"","2023-10-16 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
124,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",8.24,"","2023-10-16 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
125,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",14.99,"","2023-10-16 00:00:00","USD","ENTERTAINMENT","2025-10-08 09:17:32","2025-10-08 09:17:32"
126,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",16.49,"","2023-10-16 00:00:00","USD","PERSONAL_CARE","2025-10-08 09:17:32","2025-10-08 09:17:32"
127,2,"other_loan_payment","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",75.0,"","2023-10-16 00:00:00","USD","LOAN_PAYMENTS","2025-10-08 09:17:32","2025-10-08 09:17:32"
128,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",6.0,"","2023-10-19 00:00:00","USD","FOOD_AND_DRINK","2025-10-08 09:17:32","2025-10-08 09:17:32"
129,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",8.25,"","2023-10-19 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
130,2,"expenses","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",21.75,"","2023-10-18 00:00:00","USD","GENERAL_MERCHANDISE","2025-10-08 09:17:32","2025-10-08 09:17:32"
131,2,"cash","DgZW3b55VGhPevy4aampiL9yrR6NBgf3qNj4E","",105.0,"","2023-10-20 00:00:00","USD","TRANSFER_OUT","2025-10-08 09:17:32","2025-10-08 09:17:32"
